,text,sentiment,numaric_presentatin_of_sentiment
1658,when the ceo of pfizerbiontech won’t even take the vaccinehow are you guys still this blind,Negative,0
1659,people aged  and above will get the vaccine starting in february mnownews  singapore vaccine… ,Neutral,1
1660,heavily recommended  simplified and clear explanation of the pfizerbiontech sarscov vaccine ,Positive,2
1661,france has now administered a first dose of pfizerbiontech vaccine to a total of  people no zeros missing i p… ,Negative,0
1662,flahault zeclint well check page  of pfizerbiontech  vaccine protocol they highly recommend women to… ,Positive,2
1663,a sidebyside comparison of the pfizerbiontech and moderna vaccines vaccine covidvaccine pfizerbiontech… ,Neutral,1
1664,twittervers have u taken the pfizer or moderna vaccine amp it has been at least three days since you did wud you pl… ,Neutral,1
1665,pfizerbiontech vaccine is in a bottle containing  doses it need to be prepared by healthcare personnel remixing… ,Positive,2
1666,getting the covid vaccine where should we stand in the waiting line drmarcsiegel… ,Neutral,1
1667,coronavirus the first person to receive the pfizerbiontech vaccine in dubai shares what it means to him ,Positive,2
1668,pfizerbiontech the germans made a huge mistake  worldenglish  on ,Neutral,1
1669,lebanon is reserving nearly  million doses of pfizerbiontech vaccine to fight coronavirus an amount that cover… ,Negative,0
1670,quindi che caxxo li famo a fa’ hence what the fcuk should we get the jab for  covidvaccine… ,Neutral,1
1671,one of the best christmas gifts i’ve ever received did my part this weekend to protect my family friends patient… ,Positive,2
1672,pfizerbiontech vaccine delivery to spain delayed via dailystates covid … ,Negative,0
1673, just received the  dose of the pfizerbiontech vaccine as part of the first  of healthcare provider vaccinati… ,Neutral,1
1674,we are constantly recieving questions on  vaccine here is a useful vaccineingredient sheet for both… ,Positive,2
1675,i got the pfizer vaccine  my side effects via youtube vaccine pfizerbiontech pfizervaccine,Neutral,1
1676,getting vaccinated pfizer pfizerbiontech vaccine ,Neutral,1
1677,so got dad to take the pfizervaccine incredibly lucky to get the opportunity to have the most vulnerable member… ,Positive,2
1678,this feels like a historic victory of medical science hoping the vaccine becomes available soon to everyone around… ,Positive,2
1679,who drtedros who drtedros healthforall  led  to pfizerbiontech pfizervaccine coronavirusvaccine… ,Neutral,1
1680,i had  shots today  was the pfizerbiontech covid vaccine this was followed by don julio  both shots… ,Neutral,1
1681,a  year old khazarian man from beit shean died monday morning from cardiac arrest about  hours after receiving… ,Negative,0
1682, dose  for the pfizerbiontech covid vaccine complete,Neutral,1
1683,dr mia taormina do infection prevention expert at villa got her vaccine wecanendthis wemakepeoplebetter… ,Negative,0
1684,tracking the coronavirus vaccine state by state  coronavirus pfizervaccine… ,Neutral,1
1685,how happy my mother was after getting the pfizerbiontech vaccine yesterday thank you dubai dhadubai  ,Positive,2
1686,health professionals and the elderly will be the first to get vaccinated in the country in the coming weeks… ,Neutral,1
1687,pfizer ceo albert bourla is yet to take the coronavirus vaccine developed by his company along with biontech he sa… ,Neutral,1
1688,pfizerbiontechbiotech cv vaccine ingrediants same as lethal injections for killing death row inmates ,Negative,0
1689,spains health minister has said that the country is facing a delay in a fresh delivery of the pfizerbiontech vacc… ,Neutral,1
1690,cool things i didn’t know about the pfizerbiontech vaccine  you can read the full article here… ,Positive,2
1691,davidkingtheo potus vp secpompeo pfizer vonderleyen davidsassoli pontifex un  oxfam msf… ,Neutral,1
1692,delay and supply issues looming in every state  the coronavirus vaccine rollout will be messy in the united st… ,Negative,0
1693,can pfizerbiontech vaccine prevent more deaths when given to patients admitted to hospital with   if so… ,Positive,2
1694,wuhanviruspandemic vaccines pfizerbiontech delivery to  european nations postponed my questionwhat assurance… ,Negative,0
1695,bashirahmaad come beholdest thou thine prophecy its  years and counting has the training commenced or should w… ,Neutral,1
1696,first dose  pfizerbiontech  ,Neutral,1
1697,lithuania moves fast to vaccinate medics  medical workers vaccinated already on  daysunday thnx to hard… ,Neutral,1
1698,i wonder if vaccinated people in belgium germany or other countries were asked to fill a similar form prior to get… ,Neutral,1
1699,maxichijioke hatred for who if i may ask what he said is true if buhari was a southerner every death in the… ,Negative,0
1700,nstbusiness pharmaniaga bhd is ready to efficiently distribute  vaccines which are expected to be ready… ,Positive,2
1701,absolutely correct any cleric no one is exempted of any belief or worldview that sides with evil or evil lead… ,Negative,0
1702,  pfizercovidvaccine pfizerbiontech coronavaccine coronavirusvaccine this is the journ… ,Neutral,1
1703,incredibly grateful for the scientists that developed the  vaccines the giants on whose shoulders they stoo… ,Positive,2
1704,erictopol andrewwsteele astrazeneca uniofoxford  million of pfizercovidvaccine and  vaccine novavax pro… ,Neutral,1
1705,reverse engineering the source code of pfizerbiontech vaccine ,Neutral,1
1706,i have just received the first dose of the covid vaccine feelinggood pfizervaccine pfizercovidvaccine… ,Neutral,1
1707,for the non molecular biologist geeks here is a very good detailed analysis of what the mrna in the covidvaccine f… ,Positive,2
1708,how mrna went from a scientific backwater to a pandemic crusher  coronavirus… ,Neutral,1
1709,discussing with a friend about the pfizerbiontech covidvaccine  which human cells express the spike antigen all… ,Positive,2
1710,justintrudeau sex workers need to be prioritized for the modernatx amp pfizer covidvaccine this is a intersecti… ,Neutral,1
1711,now that they have delivered the covid   vaccine in  months are we waiting for the aids and ebola vaccines… ,Neutral,1
1712,done my first dose of covid vaccine pfizerbiontech,Neutral,1
1713,couldn’t agree more — well put joydeep joydeepgrover pfizerbiontech oxfordvaccine mhra goldstandard nhs ,Positive,2
1714,reason we don’t worry about polio measles diphteria tetanus pertussis rubella measles amp other pathogens beca… ,Negative,0
1715,germany started covid vaccination  biontec pfizerbiontech ,Neutral,1
1716,so you want to tell me that a vaccine that has to be stored at °c stays stable as soon as you take it out of the… ,Positive,2
1717,french police demonstratong against  vaccination biontech pfizerbiontech they have cohones unlike ge… ,Neutral,1
1718,lebanon to get first vaccines in february coronavirus  vaccine pfizerbiontech,Neutral,1
1719,im still unsure as to whether or not i will have the pfizerbiontech vaccine,Negative,0
1720,order of priority for vaccine against  covidvaccine pfizerbiontech pfizer  ,Neutral,1
1721,so the vaccination has started in berlin and brandenburg hopefully a better  deutschland … ,Positive,2
1722,the money shot pfizerbiontech latechristmaspresent  yesimoneofthosepeople bartshealth docsforvax… ,Neutral,1
1723,pfizerbiontech why havent you submitted the covid vaccine to anvisa the president of the republic of brazil sai… ,Neutral,1
1724,why pfizerbiontech pfizervaccine does not treat their vaccine design as opensource in order to manufacture it in… ,Negative,0
1725,katalinkarikó mrnavaccine pfizerbiontech moderna biontechs need twice modernas once what difference existe… ,Neutral,1
1726,let’s hope this is evidencedbased and not politicsbased medicine without medical staff having access to the da… ,Positive,2
1727,the european union rolled out the pfizer biontech vaccine while another vaccine could see approval europe… ,Positive,2
1728, the latest on the coronavirus pandemic and vaccines pfizer… ,Neutral,1
1729,president klausiohannis said romaniawould donate  doses of pfizerbiontech  vaccine to r… ,Neutral,1
1730,covid eu to buy extra  million pfizerbiontech vaccine doses ,Neutral,1
1731,as a frontline worker i decided to protect myself my family my coworkers and nonetheless all patients by getting… ,Positive,2
1732,in october of  pfizerbiontech started vaccine trials on south africans and now that it has fda approval south… ,Positive,2
1733, hours after the  dose of pfizerbiontech vaccine and only side effect was a sore arm and that wouldnt have… ,Negative,0
1734,booked in to get the covid vaccine tomorrow teamqeh  excitednervousoverwhelmed mixed emotions  what a year… ,Neutral,1
1735,today in our healing contest pixarsoul vs pfizerbiontech fight ,Negative,0
1736,im grateful for all of the healthcare workers around the globe and at uabmedicine for keeping us healthy and safe… ,Positive,2
1737, pheuk dont think so think just accepting less stringency exact  booster of pfizerbiontech p… ,Positive,2
1738,pms spokesman said uk has recd until  dec  new deliveries of pfizerbiontech  vaccines however he… ,Neutral,1
1739,some welcome flexibility pfizerbiontech if it has been more than the recommended  day interval between the two… ,Positive,2
1740,why india is not providing emergency approval to pfizerbiontech vacc if it is already administered in so many cou… ,Negative,0
1741,as frontline worker with covid blood samples today i received first shot of covid vaccine pfizerbiontech… ,Neutral,1
1742,sideeffects tests and results of the first  vaccine from pfizer looks promising and encouraging with… ,Positive,2
1743,oxfordastrazeneca moderna pfizerbiontech novavax johnson amp johnson it is time to include kids ages  in v… ,Neutral,1
